"","Suburb","Postcode","LGA"
"1853","Kimbolton","3551","Greater Bendigo City"
"1854","King Valley","3678","Wangaratta Rural City"
"1855","Kinglake","3763","Murrindindi Shire"
"1856","Kinglake Central","3757","Murrindindi Shire"
"1857","Kinglake Central","3757","Murrindindi Shire"
"1858","Kinglake West","3757","Murrindindi Shire"
"1859","Kinglake West","3757","Whittlesea City"
"1860","Kingower","3517","Loddon Shire"
"1861","Kings Park","3021","Brimbank City"
"1862","Kingsbury","3083","Darebin City"
"1863","Kingston","3364","Hepburn Shire"
"1864","Kingsville","3012","Maribyrnong City"
"1865","Kinnabulla","3483","Buloke Shire"
"1866","Kinypanial","3520","Loddon Shire"
"1867","Kirkstall","3283","Moyne Shire"
"1868","Kirwans Bridge","3608","Strathbogie Shire"
"1869","Kithbrook","3666","Strathbogie Shire"
"1870","Kithbrook","3666","Strathbogie Shire"
"1871","Knebsworth","3286","Moyne Shire"
"1872","Knockwood","3723","Mansfield Shire"
"1873","Knowsley","3523","Greater Bendigo City"
"1874","Knoxfield","3180","Knox City"
"1875","Knoxfield","3180","Knox City"
"1876","Knoxfield","3180","Knox City"
"1877","Koallah","3260","Corangamite Shire"
"1878","Koallah","3260","Corangamite Shire"
"1879","Koetong","3704","Towong Shire"
"1880","Kolora","3265","Corangamite Shire"
"1881","Kolora","3265","Moyne Shire"
"1882","Kongwak","3951","Bass Coast Shire"
"1883","Kongwak","3951","South Gippsland Shire"
"1884","Konongwootong","3315","Southern Grampians Shire"
"1885","Koo Wee Rup","3981","Cardinia Shire"
"1886","Koo Wee Rup North","3981","Cardinia Shire"
"1887","Kooloonong","3597","Swan Hill Rural City"
"1888","Koonda","3669","Strathbogie Shire"
"1889","Koondrook","3580","Gannawarra Shire"
"1890","Koonoomoo","3644","Moira Shire"
"1891","Koonoomoo","3644","Moira Shire"
"1892","Koonwarra","3954","South Gippsland Shire"
"1893","Koonwarra","3954","South Gippsland Shire"
"1894","Kooreh","3477","Northern Grampians Shire"
"1895","Koorlong","3501","Mildura Rural City"
"1896","Koornalla","3844","Latrobe City"
"1897","Kooroocheang","3364","Hepburn Shire"
"1898","Kooroocheang","3364","Hepburn Shire"
"1899","Koorooman","3953","South Gippsland Shire"
"1900","Kooyong","3144","Stonnington City"
"1901","Koriella","3714","Murrindindi Shire"
"1902","Korobeit","3341","Moorabool Shire"
"1903","Koroit","3282","Moyne Shire"
"1904","Korong Vale","3520","Loddon Shire"
"1905","Koroop","3579","Gannawarra Shire"
"1906","Koroop","3579","Gannawarra Shire"
"1907","Korumburra","3950","South Gippsland Shire"
"1908","Korumburra South","3950","South Gippsland Shire"
"1909","Korweinguboora","3461","Moorabool Shire"
"1910","Kotta","3565","Campaspe Shire"
"1911","Kotupna","3638","Moira Shire"
"1912","Koyuga","3622","Campaspe Shire"
"1913","Krowera","3945","Bass Coast Shire"
"1914","Krowera","3945","South Gippsland Shire"
"1915","Kulwin","3490","Mildura Rural City"
"1916","Kunat","3585","Swan Hill Rural City"
"1917","Kurraca","3518","Loddon Shire"
"1918","Kurraca West","3518","Loddon Shire"
"1919","Kurting","3517","Loddon Shire"
"1920","Kurting","3517","Loddon Shire"
"1921","Kurunjang","3337","Melton City"
"1922","Kurunjang","3337","Melton City"
"1923","Kyabram","3620","Campaspe Shire"
"1924","Kyabram","3620","Campaspe Shire"
"1925","Kyabram","3620","Greater Shepparton City"
"1926","Kyabram South","3620","Greater Shepparton City"
"1927","Kyneton","3444","Macedon Ranges Shire"
"1928","Kyneton","3444","Macedon Ranges Shire"
"1929","Kyneton South","3444","Macedon Ranges Shire"
"1930","Kyvalley","3621","Campaspe Shire"
"1931","Laanecoorie","3463","Loddon Shire"
"1932","Laang","3265","Moyne Shire"
"1933","Labertouche","3816","Baw Baw Shire"
"1934","Laceby","3678","Wangaratta Rural City"
"1935","Ladys Pass","3523","Greater Bendigo City"
"1936","Laen","3480","Buloke Shire"
"1937","Laen","3480","Yarriambiack Shire"
"1938","Laen East","3480","Buloke Shire"
"1939","Laen North","3480","Buloke Shire"
"1940","Lah","3393","Yarriambiack Shire"
"1941","Laharum","3401","Horsham Rural City"
"1942","Lake Boga","3584","Swan Hill Rural City"
"1943","Lake Bolac","3351","Ararat Rural City"
"1944","Lake Bunga","3909","East Gippsland Shire"
"1945","Lake Charm","3581","Gannawarra Shire"
"1946","Lake Charm","3581","Gannawarra Shire"
"1947","Lake Condah","3303","Glenelg Shire"
"1948","Lake Eildon","3713","Mansfield Shire"
"1949","Lake Fyans","3381","Northern Grampians Shire"
"1950","Lake Gardens","3355","Ballarat City"
"1951","Lake Goldsmith","3373","Pyrenees Shire"
"1952","Lake Lonsdale","3381","Northern Grampians Shire"
"1953","Lake Marmal","3525","Loddon Shire"
"1954","Lake Meran","3579","Gannawarra Shire"
"1955","Lake Mundi","3312","Glenelg Shire"
"1956","Lake Powell","3597","Swan Hill Rural City"
"1957","Lake Rowan","3727","Moira Shire"
"1958","Lake Tyers","3887","East Gippsland Shire"
"1959","Lake Tyers Beach","3909","East Gippsland Shire"
"1960","Lake Wendouree","3350","Ballarat City"
"1961","Lake Wongan","3373","Pyrenees Shire"
"1962","Lakes Entrance","3909","East Gippsland Shire"
"1963","Lal Lal","3352","Moorabool Shire"
"1964","Lalbert","3542","Gannawarra Shire"
"1965","Lalor","3075","Whittlesea City"
"1966","Lalor","3075","Whittlesea City"
"1967","Lamplough","3352","Pyrenees Shire"
"1968","Lancaster","3620","Campaspe Shire"
"1969","Lancaster","3620","Greater Shepparton City"
"1970","Lance Creek","3995","Bass Coast Shire"
"1971","Lancefield","3435","Macedon Ranges Shire"
"1972","Landsborough","3384","Pyrenees Shire"
"1973","Landsborough West","3384","Northern Grampians Shire"
"1974","Landsborough West","3384","Pyrenees Shire"
"1975","Lang Lang","3984","Bass Coast Shire"
"1976","Lang Lang","3984","Cardinia Shire"
"1977","Lang Lang","3984","South Gippsland Shire"
"1978","Lang Lang East","3984","Cardinia Shire"
"1979","Langdons Hill","3363","Hepburn Shire"
"1980","Langi Kal Kal","3352","Pyrenees Shire"
"1981","Langi Logan","3377","Ararat Rural City"
"1982","Langkoop","3318","West Wimmera Shire"
"1983","Langley","3444","Mount Alexander Shire"
"1984","Langsborough","3971","Wellington Shire"
"1985","Langwarrin","3910","Frankston City"
"1986","Langwarrin","3910","Frankston City"
"1987","Langwarrin South","3911","Frankston City"
"1988","Lara","3212","Greater Geelong City"
"1989","Lardner","3821","Baw Baw Shire"
"1990","Lardner","3821","Baw Baw Shire"
"1991","Larpent","3249","Colac Otway Shire"
"1992","Larralea","3325","Corangamite Shire"
"1993","Lascelles","3487","Yarriambiack Shire"
"1994","Launching Place","3139","Yarra Ranges Shire"
"1995","Launching Place","3139","Yarra Ranges Shire"
"1996","Lauriston","3444","Macedon Ranges Shire"
"1997","Lavers Hill","3238","Colac Otway Shire"
"1998","Laverton","3028","Hobsons Bay City"
"1999","Laverton","3028","Wyndham City"
"2000","Laverton North","3026","Wyndham City"
"2001","Lawler","3480","Buloke Shire"
"2002","Lawler","3480","Yarriambiack Shire"
"2003","Lawloit","3418","West Wimmera Shire"
"2004","Lawrence","3364","Hepburn Shire"
"2005","Lawrence","3364","Hepburn Shire"
"2006","Leaghur","3537","Loddon Shire"
"2007","Learmonth","3352","Ballarat City"
"2008","Ledcourt","3385","Northern Grampians Shire"
"2009","Ledcourt","3385","Northern Grampians Shire"
"2010","Leichardt","3516","Greater Bendigo City"
"2011","Leichardt","3516","Loddon Shire"
"2012","Leigh Creek","3352","Moorabool Shire"
"2013","Leitchville","3567","Gannawarra Shire"
"2014","Leitchville","3567","Gannawarra Shire"
"2015","Leitchville","3567","Loddon Shire"
"2016","Lemnos","3631","Greater Shepparton City"
"2017","Leneva","3691","Wodonga City"
"2018","Leonards Hill","3461","Hepburn Shire"
"2019","Leongatha","3953","South Gippsland Shire"
"2020","Leongatha","3953","South Gippsland Shire"
"2021","Leongatha North","3953","South Gippsland Shire"
"2022","Leongatha South","3953","South Gippsland Shire"
"2023","Leongatha South","3953","South Gippsland Shire"
"2024","Leopold","3224","Greater Geelong City"
"2025","Lerderderg","3458","Moorabool Shire"
"2026","Leslie Manor","3260","Corangamite Shire"
"2027","Leslie Manor","3260","Corangamite Shire"
"2028","Lethbridge","3332","Golden Plains Shire"
"2029","Lexton","3352","Pyrenees Shire"
"2030","Licola","3858","Wellington Shire"
"2031","Licola North","3858","Wellington Shire"
"2032","Lillico","3820","Baw Baw Shire"
"2033","Lillicur","3371","Central Goldfields Shire"
"2034","Lillicur","3371","Pyrenees Shire"
"2035","Lillimur","3420","West Wimmera Shire"
"2036","Lilliput","3682","Indigo Shire"
"2037","Lilydale","3140","Yarra Ranges Shire"
"2038","Lilydale","3140","Yarra Ranges Shire"
"2039","Lilydale","3140","Yarra Ranges Shire"
"2040","Lilydale","3140","Yarra Ranges Shire"
"2041","Lilydale","3140","Yarra Ranges Shire"
"2042","Lima","3673","Benalla Rural City"
"2043","Lima East","3673","Benalla Rural City"
"2044","Lima South","3673","Benalla Rural City"
"2045","Lima South","3673","Mansfield Shire"
"2046","Limestone","3717","Murrindindi Shire"
"2047","Lindenow","3865","East Gippsland Shire"
"2048","Lindenow South","3875","East Gippsland Shire"
"2049","Lindsay","3312","Glenelg Shire"
"2050","Lindsay Point","3496","Mildura Rural City"
"2051","Linga","3509","Mildura Rural City"
"2052","Linton","3360","Golden Plains Shire"
"2053","Linton","3360","Pyrenees Shire"
"2054","Liparoo","3549","Swan Hill Rural City"
"2055","Lismore","3324","Corangamite Shire"
"2056","Litchfield","3480","Buloke Shire"
"2057","Little Desert","3418","Hindmarsh Shire"
"2058","Little Hampton","3458","Hepburn Shire"
"2059","Little River","3211","Greater Geelong City"
"2060","Little River","3211","Wyndham City"
"2061","Llanelly","3551","Loddon Shire"
"2062","Llowalong","3862","Wellington Shire"
"2063","Loch","3945","Bass Coast Shire"
"2064","Loch","3945","South Gippsland Shire"
"2065","Loch Sport","3851","Wellington Shire"
"2066","Lockington","3563","Campaspe Shire"
"2067","Lockington","3563","Campaspe Shire"
"2068","Locksley","3665","Strathbogie Shire"
"2069","Lockwood","3551","Greater Bendigo City"
"2070","Lockwood South","3551","Greater Bendigo City"
"2071","Loddon Vale","3575","Loddon Shire"
"2072","Logan","3475","Loddon Shire"
"2073","Logan","3475","Northern Grampians Shire"
"2074","Londrigan","3678","Wangaratta Rural City"
"2075","Long Forest","3340","Moorabool Shire"
"2076","Long Gully","3550","Greater Bendigo City"
"2077","Longerenong","3401","Horsham Rural City"
"2078","Longerenong","3401","Yarriambiack Shire"
"2079","Longford","3851","Wellington Shire"
"2080","Longford","3851","Wellington Shire"
"2081","Longlea","3551","Greater Bendigo City"
"2082","Longwarry","3816","Baw Baw Shire"
"2083","Longwarry","3816","Cardinia Shire"
"2084","Longwarry North","3816","Baw Baw Shire"
"2085","Longwood","3665","Strathbogie Shire"
"2086","Longwood","3665","Strathbogie Shire"
"2087","Longwood East","3666","Strathbogie Shire"
"2088","Longwood East","3666","Strathbogie Shire"
"2089","Lorne","3232","Surf Coast Shire"
"2090","Lorquon","3418","Hindmarsh Shire"
"2091","Lovely Banks","3213","Greater Geelong City"
"2092","Lower Moira","3639","Moira Shire"
"2093","Lower Norton","3401","Horsham Rural City"
"2094","Lower Plenty","3093","Banyule City"
"2095","Lubeck","3385","Northern Grampians Shire"
"2096","Lubeck","3385","Yarriambiack Shire"
"2097","Lucas","3350","Ballarat City"
"2098","Lucknow","3875","East Gippsland Shire"
"2099","Lucyvale","3691","Towong Shire"
"2100","Lurg","3673","Benalla Rural City"
"2101","Lyal","3444","Greater Bendigo City"
"2102","Lynbrook","3975","Casey City"
"2103","Lynbrook","3975","Casey City"
"2104","Lyndhurst","3975","Casey City"
"2105","Lyndhurst","3975","Greater Dandenong City"
"2106","Lyons","3304","Glenelg Shire"
"2107","Lyons","3304","Glenelg Shire"
"2108","Lyonville","3461","Hepburn Shire"
"2109","Lysterfield","3156","Knox City"
"2110","Lysterfield","3156","Knox City"
"2111","Lysterfield","3156","Yarra Ranges Shire"
"2112","Lysterfield South","3156","Casey City"
"2113","Macarthur","3286","Moyne Shire"
"2114","Macclesfield","3782","Yarra Ranges Shire"
"2115","Macedon","3440","Macedon Ranges Shire"
"2116","Macks Creek","3971","Wellington Shire"
"2117","Macleod","3085","Banyule City"
"2118","Macleod","3085","Banyule City"
"2119","Macleod","3085","Darebin City"
"2120","Macorna","3579","Gannawarra Shire"
"2121","Macorna","3579","Loddon Shire"
"2122","Macorna North","3568","Gannawarra Shire"
"2123","Macs Cove","3723","Mansfield Shire"
"2124","Madalya","3971","Wellington Shire"
"2125","Maddingley","3340","Moorabool Shire"
"2126","Maddingley","3340","Moorabool Shire"
"2127","Mafeking","3379","Ararat Rural City"
"2128","Maffra","3860","Wellington Shire"
"2129","Maffra West Upper","3859","Wellington Shire"
"2130","Magpie","3352","Ballarat City"
"2131","Maiden Gully","3551","Greater Bendigo City"
"2132","Maidstone","3012","Maribyrnong City"
"2133","Maidstone","3012","Maribyrnong City"
"2134","Mailors Flat","3275","Moyne Shire"
"2135","Main Lead","3373","Pyrenees Shire"
"2136","Main Lead","3373","Pyrenees Shire"
"2137","Main Ridge","3928","Mornington Peninsula Shire"
"2138","Main Ridge","3928","Mornington Peninsula Shire"
"2139","Maindample","3723","Mansfield Shire"
"2140","Maintongoon","3714","Murrindindi Shire"
"2141","Major Plains","3725","Benalla Rural City"
"2142","Major Plains","3725","Greater Shepparton City"
"2143","Majorca","3465","Central Goldfields Shire"
"2144","Maldon","3463","Mount Alexander Shire"
"2145","Maldon","3463","Mount Alexander Shire"
"2146","Mallacoota","3892","East Gippsland Shire"
"2147","Malmsbury","3446","Hepburn Shire"
"2148","Malmsbury","3446","Macedon Ranges Shire"
"2149","Malmsbury","3446","Mount Alexander Shire"
"2150","Malvern","3144","Stonnington City"
"2151","Malvern","3144","Stonnington City"
"2152","Malvern","3144","Stonnington City"
"2153","Malvern East","3145","Stonnington City"
"2154","Mambourin","3024","Wyndham City"
"2155","Manangatang","3546","Swan Hill Rural City"
"2156","Mandurang","3551","Greater Bendigo City"
"2157","Mandurang South","3551","Greater Bendigo City"
"2158","Mangalore","3663","Mitchell Shire"
"2159","Mangalore","3663","Strathbogie Shire"
"2160","Mangalore","3663","Strathbogie Shire"
"2161","Manifold Heights","3218","Greater Geelong City"
"2162","Mannerim","3222","Greater Geelong City"
"2163","Mannibadar","3360","Golden Plains Shire"
"2164","Manns Beach","3971","Wellington Shire"
"2165","Manor Lakes","3024","Wyndham City"
"2166","Manorina","3889","East Gippsland Shire"
"2167","Mansfield","3722","Mansfield Shire"
"2168","Maramingo Creek","3891","East Gippsland Shire"
"2169","Marcus Hill","3222","Greater Geelong City"
"2170","Mardan","3953","South Gippsland Shire"
"2171","Marengo","3233","Colac Otway Shire"
"2172","Maribyrnong","3032","Maribyrnong City"
"2173","Marionvale","3634","Greater Shepparton City"
"2174","Markwood","3678","Wangaratta Rural City"
"2175","Marlbed","3483","Buloke Shire"
"2176","Marlo","3888","East Gippsland Shire"
"2177","Marnoo","3387","Northern Grampians Shire"
"2178","Marnoo East","3477","Northern Grampians Shire"
"2179","Marnoo West","3387","Northern Grampians Shire"
"2180","Marong","3515","Greater Bendigo City"
"2181","Marong","3515","Loddon Shire"
"2182","Maroona","3377","Ararat Rural City"
"2183","Maroona","3377","Ararat Rural City"
"2184","Marraweeney","3669","Strathbogie Shire"
"2185","Marshall","3216","Greater Geelong City"
"2186","Marungi","3634","Greater Shepparton City"
"2187","Marungi","3634","Moira Shire"
"2188","Marungi","3634","Moira Shire"
"2189","Maryborough","3465","Central Goldfields Shire"
"2190","Maryborough","3465","Central Goldfields Shire"
"2191","Maryborough","3465","Central Goldfields Shire"
"2192","Maryknoll","3812","Cardinia Shire"
"2193","Marysville","3779","Murrindindi Shire"
"2194","Maryvale","3840","Latrobe City"
"2195","Maryvale","3840","Latrobe City"
"2196","Massey","3482","Buloke Shire"
"2197","Matlock","3723","Mansfield Shire"
"2198","Matlock","3723","Yarra Ranges Shire"
"2199","Maude","3331","Golden Plains Shire"
"2200","McCrae","3938","Mornington Peninsula Shire"
"2201","McIntyre","3472","Loddon Shire"
"2202","McKenzie Creek","3401","Horsham Rural City"
"2203","McKenzie Hill","3451","Mount Alexander Shire"
"2204","McKenzie Hill","3451","Mount Alexander Shire"
"2205","McKinnon","3204","Glen Eira City"
"2206","McKinnon","3204","Glen Eira City"
"2207","McLoughlins Beach","3874","Wellington Shire"
"2208","McMahons Creek","3799","Yarra Ranges Shire"
"2209","McMillans","3568","Gannawarra Shire"
"2210","McMillans","3568","Gannawarra Shire"
"2211","Mead","3568","Gannawarra Shire"
"2212","Meadow Creek","3678","Wangaratta Rural City"
"2213","Meadow Heights","3048","Hume City"
"2214","Meatian","3585","Gannawarra Shire"
"2215","Meatian","3585","Swan Hill Rural City"
"2216","Meeniyan","3956","South Gippsland Shire"
"2217","Meeniyan","3956","South Gippsland Shire"
"2218","Meering West","3579","Gannawarra Shire"
"2219","Meerlieu","3862","Wellington Shire"
"2220","Melbourne","3000","Melbourne City"
"2221","Melbourne","3004","Melbourne City"
"2222","Melbourne","3004","Port Phillip City"
"2223","Melbourne","3004","Port Phillip City"
"2224","Melbourne","3004","Port Phillip City"
"2225","Melbourne Airport","3045","Hume City"
"2226","Melton","3337","Melton City"
"2227","Melton","3337","Melton City"
"2228","Melton South","3338","Melton City"
"2229","Melton West","3337","Melton City"
"2230","Melville Forest","3315","Southern Grampians Shire"
"2231","Melwood","3875","East Gippsland Shire"
"2232","Mena Park","3373","Pyrenees Shire"
"2233","Mentone","3194","Kingston City"
"2234","Mentone","3194","Kingston City"
"2235","Mentone","3194","Kingston City"
"2236","Menzies Creek","3159","Cardinia Shire"
"2237","Menzies Creek","3159","Yarra Ranges Shire"
"2238","Mepunga","3277","Moyne Shire"
"2239","Mepunga East","3277","Moyne Shire"
"2240","Mepunga East","3277","Moyne Shire"
"2241","Mepunga West","3277","Moyne Shire"
"2242","Merbein","3505","Mildura Rural City"
"2243","Merbein South","3505","Mildura Rural City"
"2244","Merbein West","3505","Mildura Rural City"
"2245","Meredith","3333","Golden Plains Shire"
"2246","Meredith","3333","Moorabool Shire"
"2247","Meringur","3496","Mildura Rural City"
"2248","Merino","3310","Glenelg Shire"
"2249","Mernda","3754","Whittlesea City"
"2250","Mernda","3754","Whittlesea City"
"2251","Merriang","3737","Alpine Shire"
"2252","Merriang South","3737","Alpine Shire"
"2253","Merricks","3916","Mornington Peninsula Shire"
"2254","Merricks Beach","3926","Mornington Peninsula Shire"
"2255","Merricks North","3926","Mornington Peninsula Shire"
"2256","Merrigum","3618","Greater Shepparton City"
"2257","Merrigum","3618","Greater Shepparton City"
"2258","Merrijig","3723","Mansfield Shire"
"2259","Merrimu","3340","Moorabool Shire"
"2260","Merrinee","3496","Mildura Rural City"
"2261","Merton","3715","Mansfield Shire"
"2262","Merton","3715","Murrindindi Shire"
"2263","Metcalfe","3448","Mount Alexander Shire"
"2264","Metcalfe","3448","Mount Alexander Shire"
"2265","Metcalfe East","3444","Mount Alexander Shire"
"2266","Metung","3904","East Gippsland Shire"
"2267","Mia Mia","3444","Greater Bendigo City"
"2268","Mia Mia","3444","Mitchell Shire"
"2269","Mickleham","3064","Hume City"
"2270","Middle Creek","3375","Ararat Rural City"
"2271","Middle Creek","3375","Pyrenees Shire"
"2272","Middle Park","3206","Port Phillip City"
"2273","Middle Tarwin","3956","South Gippsland Shire"
"2274","Miepoll","3666","Strathbogie Shire"
"2275","Miepoll","3666","Strathbogie Shire"
"2276","Miga Lake","3409","West Wimmera Shire"
"2277","Milawa","3678","Wangaratta Rural City"
"2278","Mildura","3500","Mildura Rural City"
"2279","Mill Park","3082","Whittlesea City"
"2280","Mill Park","3082","Whittlesea City"
"2281","Mill Park","3082","Whittlesea City"
"2282","Millbrook","3352","Moorabool Shire"
"2283","Millgrove","3799","Yarra Ranges Shire"
"2284","Milloo","3572","Campaspe Shire"
"2285","Milltown","3304","Glenelg Shire"
"2286","Milnes Bridge","3579","Gannawarra Shire"
"2287","Mincha","3575","Loddon Shire"
"2288","Mincha","3575","Loddon Shire"
"2289","Mincha West","3568","Gannawarra Shire"
"2290","Miners Rest","3352","Ballarat City"
"2291","Mingay","3324","Corangamite Shire"
"2292","Minhamite","3287","Moyne Shire"
"2293","Minimay","3413","West Wimmera Shire"
"2294","Mininera","3351","Ararat Rural City"
"2295","Minjah","3276","Moyne Shire"
"2296","Minmindie","3537","Loddon Shire"
"2297","Minyip","3392","Yarriambiack Shire"
"2298","Minyip","3392","Yarriambiack Shire"
"2299","Miram","3415","West Wimmera Shire"
"2300","Mirboo","3871","Latrobe City"
"2301","Mirboo","3871","South Gippsland Shire"
"2302","Mirboo North","3871","South Gippsland Shire"
"2303","Mirranatwa","3294","Southern Grampians Shire"
"2304","Mitcham","3132","Whitehorse City"
"2305","Mitcham","3132","Whitehorse City"
"2306","Mitchell Park","3355","Ballarat City"
"2307","Mitchellstown","3608","Strathbogie Shire"
"2308","Mitiamo","3573","Campaspe Shire"
"2309","Mitiamo","3573","Loddon Shire"
"2310","Mitre","3409","Horsham Rural City"
"2311","Mitre","3409","West Wimmera Shire"
"2312","Mitta Mitta","3701","Towong Shire"
"2313","Mittyack","3490","Mildura Rural City"
"2314","Mockinya","3401","Horsham Rural City"
"2315","Modella","3816","Baw Baw Shire"
"2316","Modella","3816","Cardinia Shire"
"2317","Modewarre","3240","Surf Coast Shire"
"2318","Moe","3825","Baw Baw Shire"
"2319","Moe","3825","Latrobe City"
"2320","Moe South","3825","Baw Baw Shire"
"2321","Moe South","3825","Latrobe City"
"2322","Moggs Creek","3231","Surf Coast Shire"
"2323","Moglonemby","3666","Strathbogie Shire"
"2324","Moglonemby","3666","Strathbogie Shire"
"2325","Mokepilly","3381","Northern Grampians Shire"
"2326","Molesworth","3718","Murrindindi Shire"
"2327","Moliagul","3472","Central Goldfields Shire"
"2328","Moliagul","3472","Loddon Shire"
"2329","Molka","3666","Strathbogie Shire"
"2330","Molka","3666","Strathbogie Shire"
"2331","Mollongghip","3352","Hepburn Shire"
"2332","Mollongghip","3352","Moorabool Shire"
"2333","Mollongghip","3352","Moorabool Shire"
"2334","Mologa","3575","Loddon Shire"
"2335","Molyullah","3673","Benalla Rural City"
"2336","Monbulk","3793","Yarra Ranges Shire"
"2337","Monbulk","3793","Yarra Ranges Shire"
"2338","Monegeetta","3433","Macedon Ranges Shire"
"2339","Mongans Bridge","3691","Alpine Shire"
"2340","Monomeith","3984","Cardinia Shire"
"2341","Mont Albert","3127","Boroondara City"
"2342","Mont Albert","3127","Whitehorse City"
"2343","Mont Albert North","3129","Whitehorse City"
"2344","Mont Albert North","3129","Whitehorse City"
"2345","Montgomery","3851","Wellington Shire"
"2346","Montmorency","3094","Banyule City"
"2347","Montmorency","3094","Banyule City"
"2348","Montrose","3765","Yarra Ranges Shire"
"2349","Montrose","3765","Yarra Ranges Shire"
"2350","Montrose","3765","Yarra Ranges Shire"
"2351","Moolap","3224","Greater Geelong City"
"2352","Moolerr","3477","Northern Grampians Shire"
"2353","Moolort","3465","Central Goldfields Shire"
"2354","Moonambel","3478","Pyrenees Shire"
"2355","Moondarra","3825","Baw Baw Shire"
"2356","Moonee Ponds","3039","Moonee Valley City"
"2357","Moonee Ponds","3039","Moonee Valley City"
"2358","Moonlight Flat","3450","Mount Alexander Shire"
"2359","Moonlight Flat","3450","Mount Alexander Shire"
"2360","Moonlight Flat","3465","Central Goldfields Shire"
"2361","Moora","3612","Campaspe Shire"
"2362","Moorabbin","3189","Kingston City"
"2363","Moorabbin Airport","3194","Kingston City"
"2364","Moorabool","3213","Greater Geelong City"
"2365","Mooralla","3314","Southern Grampians Shire"
"2366","Moorilim","3610","Greater Shepparton City"
"2367","Moorilim","3610","Strathbogie Shire"
"2368","Moormbool West","3523","Strathbogie Shire"
